MONTH,MONTH_NUM,REGION,SEGMENT,REVENUE_BUDGET,REVENUE_ACTUAL,EXPENSE_BUDGET,EXPENSE_ACTUAL,YEAR,REVENUE_VARIANCE,REVENUE_VAR_PCT,EXPENSE_VARIANCE,EXPENSE_VAR_PCT,NETINCOME_BUDGET,NETINCOME_ACTUAL,NETINCOME_VARIANCE,MARGIN_BUDGET,MARGIN_ACTUAL,REV_VARIANCE,REV_VAR_PCT,EXP_VARIANCE,EXP_VAR_PCT,NI_ACTUAL,NI_BUDGET,NI_VARIANCE,NET_MARGIN_PCT,VARIANCE_STATUS,RISK_FLAG,RUN_DATE
Aug,8,Europe,Real Estate,3947016.5,4173224.12,2180090.64,2209585.04,2024,226207.62,5.73,29494.4,1.35,1766925.86,1963639.08,196713.22,44.77,47.05,226207.62,5.73,29494.4,1.35,1963639.08,1766925.86,196713.22,47.05,FAVORABLE,OK,2026-03-01
Aug,8,Europe,Hedge Funds,3151975.09,2866202.87,1959088.64,2036828.66,2024,-285772.22,-9.07,77740.02,3.97,1192886.45,829374.21,-363512.24,37.85,28.94,-285772.22,-9.07,77740.02,3.97,829374.21,1192886.45,-363512.24,28.94,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Europe,Private Equity,4125884.57,4589698.65,2863408.32,2761456.91,2024,463814.08,11.24,-101951.41,-3.56,1262476.25,1828241.74,565765.49,30.6,39.83,463814.08,11.24,-101951.41,-3.56,1828241.74,1262476.25,565765.49,39.83,FAVORABLE,OK,2026-03-01
Aug,8,Asia Pacific,Equity Funds,3328423.47,3108144.31,1528301.7,1654982.05,2024,-220279.16,-6.62,126680.35,8.29,1800121.77,1453162.26,-346959.51,54.08,46.75,-220279.16,-6.62,126680.35,8.29,1453162.26,1800121.77,-346959.51,46.75,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Asia Pacific,Fixed Income,2378490.88,2553864.46,1700720.33,1894417.38,2024,175373.58,7.37,193697.05,11.39,677770.55,659447.08,-18323.47,28.5,25.82,175373.58,7.37,193697.05,11.39,659447.08,677770.55,-18323.47,25.82,FAVORABLE,OK,2026-03-01
Aug,8,Asia Pacific,Real Estate,4358327.29,3862789.48,2917385.84,3148065.26,2024,-495537.81,-11.37,230679.42,7.91,1440941.45,714724.22,-726217.23,33.06,18.5,-495537.81,-11.37,230679.42,7.91,714724.22,1440941.45,-726217.23,18.5,CRITICAL,CRITICAL,2026-03-01
Aug,8,Asia Pacific,Hedge Funds,2001249.76,1909505.12,938513.06,827266.78,2024,-91744.64,-4.58,-111246.28,-11.85,1062736.7,1082238.34,19501.64,53.1,56.68,-91744.64,-4.58,-111246.28,-11.85,1082238.34,1062736.7,19501.64,56.68,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Asia Pacific,Private Equity,4365053.5,3989876.79,2834189.35,2514939.75,2024,-375176.71,-8.6,-319249.6,-11.26,1530864.15,1474937.04,-55927.11,35.07,36.97,-375176.71,-8.6,-319249.6,-11.26,1474937.04,1530864.15,-55927.11,36.97,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Latin America,Equity Funds,3870598.91,3722800.23,1971426.44,2076272.88,2024,-147798.68,-3.82,104846.44,5.32,1899172.47,1646527.35,-252645.12,49.07,44.23,-147798.68,-3.82,104846.44,5.32,1646527.35,1899172.47,-252645.12,44.23,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Latin America,Fixed Income,3725469.8,3325451.65,2347343.59,2413729.2,2024,-400018.15,-10.74,66385.61,2.83,1378126.21,911722.45,-466403.76,36.99,27.42,-400018.15,-10.74,66385.61,2.83,911722.45,1378126.21,-466403.76,27.42,CRITICAL,CRITICAL,2026-03-01
Aug,8,Latin America,Real Estate,3748257.73,3735359.26,1907802.46,1803941.78,2024,-12898.47,-0.34,-103860.68,-5.44,1840455.27,1931417.48,90962.21,49.1,51.71,-12898.47,-0.34,-103860.68,-5.44,1931417.48,1840455.27,90962.21,51.71,ON TARGET,OK,2026-03-01
Aug,8,Latin America,Hedge Funds,3915101.96,3711435.04,1991050.48,1984662.91,2024,-203666.92,-5.2,-6387.57,-0.32,1924051.48,1726772.13,-197279.35,49.14,46.53,-203666.92,-5.2,-6387.57,-0.32,1726772.13,1924051.48,-197279.35,46.53,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Latin America,Private Equity,3526505.4,3610570.2,1505529.58,1433777.01,2024,84064.8,2.38,-71752.57,-4.77,2020975.82,2176793.19,155817.37,57.31,60.29,84064.8,2.38,-71752.57,-4.77,2176793.19,2020975.82,155817.37,60.29,FAVORABLE,OK,2026-03-01
Aug,8,Middle East,Equity Funds,1604686.06,1538491.74,747106.0,791396.98,2024,-66194.32,-4.13,44290.98,5.93,857580.06,747094.76,-110485.3,53.44,48.56,-66194.32,-4.13,44290.98,5.93,747094.76,857580.06,-110485.3,48.56,UNFAVORABLE,WATCH,2026-03-01
Aug,8,Middle East,Fixed Income,1600564.12,1600664.9,925317.28,993317.04,2024,100.78,0.01,67999.76,7.35,675246.84,607347.86,-67898.98,42.19,37.94,100.78,0.01,67999.76,7.35,607347.86,675246.84,-67898.98,37.94,ON TARGET,OK,2026-03-01
Aug,8,Middle East,Real Estate,1001774.86,886067.83,847118.84,920738.89,2024,-115707.03,-11.55,73620.05,8.69,154656.02,-34671.06,-189327.08,15.44,-3.91,-115707.03,-11.55,73620.05,8.69,-34671.06,154656.02,-189327.08,-3.91,CRITICAL,CRITICAL,2026-03-01
Aug,8,Middle East,Hedge Funds,3353029.9,3286795.99,1847709.85,1635233.52,2024,-66233.91,-1.98,-212476.33,-11.5,1505320.05,1651562.47,146242.42,44.89,50.25,-66233.91,-1.98,-212476.33,-11.5,1651562.47,1505320.05,146242.42,50.25,ON TARGET,OK,2026-03-01
Aug,8,Middle East,Private Equity,2215151.59,2391668.65,1619466.81,1459384.41,2024,176517.06,7.97,-160082.4,-9.88,595684.78,932284.24,336599.46,26.89,38.98,176517.06,7.97,-160082.4,-9.88,932284.24,595684.78,336599.46,38.98,FAVORABLE,OK,2026-03-01
Sep,9,North America,Equity Funds,4424096.06,4449539.08,2225980.14,2124622.13,2024,25443.02,0.58,-101358.01,-4.55,2198115.92,2324916.95,126801.03,49.69,52.25,25443.02,0.58,-101358.01,-4.55,2324916.95,2198115.92,126801.03,52.25,ON TARGET,OK,2026-03-01
Sep,9,North America,Fixed Income,2078211.4,2083440.16,1129605.0,1132303.06,2024,5228.76,0.25,2698.06,0.24,948606.4,951137.1,2530.7,45.65,45.65,5228.76,0.25,2698.06,0.24,951137.1,948606.4,2530.7,45.65,ON TARGET,OK,2026-03-01
Sep,9,North America,Real Estate,4814285.97,5182808.32,2715816.85,2543917.93,2024,368522.35,7.65,-171898.92,-6.33,2098469.12,2638890.39,540421.27,43.59,50.92,368522.35,7.65,-171898.92,-6.33,2638890.39,2098469.12,540421.27,50.92,FAVORABLE,OK,2026-03-01
Sep,9,North America,Hedge Funds,1444045.98,1534229.06,742934.98,685368.72,2024,90183.08,6.25,-57566.26,-7.75,701111.0,848860.34,147749.34,48.55,55.33,90183.08,6.25,-57566.26,-7.75,848860.34,701111.0,147749.34,55.33,FAVORABLE,OK,2026-03-01
Sep,9,North America,Private Equity,4251857.6,4517048.15,2395702.18,2639577.53,2024,265190.55,6.24,243875.35,10.18,1856155.42,1877470.62,21315.2,43.66,41.56,265190.55,6.24,243875.35,10.18,1877470.62,1856155.42,21315.2,41.56,FAVORABLE,OK,2026-03-01
Sep,9,Europe,Equity Funds,3249833.85,3533931.89,2082904.51,1908419.13,2024,284098.04,8.74,-174485.38,-8.38,1166929.34,1625512.76,458583.42,35.91,46.0,284098.04,8.74,-174485.38,-8.38,1625512.76,1166929.34,458583.42,46.0,FAVORABLE,OK,2026-03-01
Sep,9,Europe,Fixed Income,1043943.25,987488.55,577029.04,578045.1,2024,-56454.7,-5.41,1016.06,0.18,466914.21,409443.45,-57470.76,44.73,41.46,-56454.7,-5.41,1016.06,0.18,409443.45,466914.21,-57470.76,41.46,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Europe,Real Estate,1917277.74,2069906.84,1127596.64,1226171.15,2024,152629.1,7.96,98574.51,8.74,789681.1,843735.69,54054.59,41.19,40.76,152629.1,7.96,98574.51,8.74,843735.69,789681.1,54054.59,40.76,FAVORABLE,OK,2026-03-01
Sep,9,Europe,Hedge Funds,4398440.86,4359078.32,2817157.03,3014460.2,2024,-39362.54,-0.89,197303.17,7.0,1581283.83,1344618.12,-236665.71,35.95,30.85,-39362.54,-0.89,197303.17,7.0,1344618.12,1581283.83,-236665.71,30.85,ON TARGET,OK,2026-03-01
Sep,9,Europe,Private Equity,4845400.74,5021971.94,2573542.66,2558489.92,2024,176571.2,3.64,-15052.74,-0.58,2271858.08,2463482.02,191623.94,46.89,49.05,176571.2,3.64,-15052.74,-0.58,2463482.02,2271858.08,191623.94,49.05,FAVORABLE,OK,2026-03-01
Sep,9,Asia Pacific,Equity Funds,1319931.27,1446368.07,650704.61,684174.08,2024,126436.8,9.58,33469.47,5.14,669226.66,762193.99,92967.33,50.7,52.7,126436.8,9.58,33469.47,5.14,762193.99,669226.66,92967.33,52.7,FAVORABLE,OK,2026-03-01
Sep,9,Asia Pacific,Fixed Income,2771833.25,2730427.57,1446966.99,1454866.75,2024,-41405.68,-1.49,7899.76,0.55,1324866.26,1275560.82,-49305.44,47.8,46.72,-41405.68,-1.49,7899.76,0.55,1275560.82,1324866.26,-49305.44,46.72,ON TARGET,OK,2026-03-01
Sep,9,Asia Pacific,Real Estate,1403046.6,1372326.41,797452.65,816186.89,2024,-30720.19,-2.19,18734.24,2.35,605593.95,556139.52,-49454.43,43.16,40.53,-30720.19,-2.19,18734.24,2.35,556139.52,605593.95,-49454.43,40.53,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Asia Pacific,Hedge Funds,3757520.0,3391843.52,2745255.07,2603037.88,2024,-365676.48,-9.73,-142217.19,-5.18,1012264.93,788805.64,-223459.29,26.94,23.26,-365676.48,-9.73,-142217.19,-5.18,788805.64,1012264.93,-223459.29,23.26,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Asia Pacific,Private Equity,4151726.65,4523667.88,2401364.74,2449049.8,2024,371941.23,8.96,47685.06,1.99,1750361.91,2074618.08,324256.17,42.16,45.86,371941.23,8.96,47685.06,1.99,2074618.08,1750361.91,324256.17,45.86,FAVORABLE,OK,2026-03-01
Sep,9,Latin America,Equity Funds,1524392.91,1597007.66,756878.46,774142.78,2024,72614.75,4.76,17264.32,2.28,767514.45,822864.88,55350.43,50.35,51.53,72614.75,4.76,17264.32,2.28,822864.88,767514.45,55350.43,51.53,FAVORABLE,OK,2026-03-01
Sep,9,Latin America,Fixed Income,4622710.86,4946295.4,2734179.03,2845809.92,2024,323584.54,7.0,111630.89,4.08,1888531.83,2100485.48,211953.65,40.85,42.47,323584.54,7.0,111630.89,4.08,2100485.48,1888531.83,211953.65,42.47,FAVORABLE,OK,2026-03-01
Sep,9,Latin America,Real Estate,4440402.81,4468530.1,2959664.01,2905258.07,2024,28127.29,0.63,-54405.94,-1.84,1480738.8,1563272.03,82533.23,33.35,34.98,28127.29,0.63,-54405.94,-1.84,1563272.03,1480738.8,82533.23,34.98,ON TARGET,OK,2026-03-01
Sep,9,Latin America,Hedge Funds,2171340.59,2022400.17,1412240.51,1407587.21,2024,-148940.42,-6.86,-4653.3,-0.33,759100.08,614812.96,-144287.12,34.96,30.4,-148940.42,-6.86,-4653.3,-0.33,614812.96,759100.08,-144287.12,30.4,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Latin America,Private Equity,1603363.35,1735901.88,791809.65,843285.14,2024,132538.53,8.27,51475.49,6.5,811553.7,892616.74,81063.04,50.62,51.42,132538.53,8.27,51475.49,6.5,892616.74,811553.7,81063.04,51.42,FAVORABLE,OK,2026-03-01
Sep,9,Middle East,Equity Funds,3909272.43,3756120.62,3244377.91,2957093.99,2024,-153151.81,-3.92,-287283.92,-8.85,664894.52,799026.63,134132.11,17.01,21.27,-153151.81,-3.92,-287283.92,-8.85,799026.63,664894.52,134132.11,21.27,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Middle East,Fixed Income,2540091.05,2705358.2,1261379.19,1160127.53,2024,165267.15,6.51,-101251.66,-8.03,1278711.86,1545230.67,266518.81,50.34,57.12,165267.15,6.51,-101251.66,-8.03,1545230.67,1278711.86,266518.81,57.12,FAVORABLE,OK,2026-03-01
Sep,9,Middle East,Real Estate,2731285.43,2559234.25,1495505.78,1418311.82,2024,-172051.18,-6.3,-77193.96,-5.16,1235779.65,1140922.43,-94857.22,45.25,44.58,-172051.18,-6.3,-77193.96,-5.16,1140922.43,1235779.65,-94857.22,44.58,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Middle East,Hedge Funds,3970680.37,3789110.27,2448216.12,2430010.56,2024,-181570.1,-4.57,-18205.56,-0.74,1522464.25,1359099.71,-163364.54,38.34,35.87,-181570.1,-4.57,-18205.56,-0.74,1359099.71,1522464.25,-163364.54,35.87,UNFAVORABLE,WATCH,2026-03-01
Sep,9,Middle East,Private Equity,4692676.77,5238273.42,2395205.53,2269757.16,2024,545596.65,11.63,-125448.37,-5.24,2297471.24,2968516.26,671045.02,48.96,56.67,545596.65,11.63,-125448.37,-5.24,2968516.26,2297471.24,671045.02,56.67,FAVORABLE,OK,2026-03-01
Oct,10,North America,Equity Funds,2628033.29,2827905.46,1550216.93,1415682.36,2024,199872.17,7.61,-134534.57,-8.68,1077816.36,1412223.1,334406.74,41.01,49.94,199872.17,7.61,-134534.57,-8.68,1412223.1,1077816.36,334406.74,49.94,FAVORABLE,OK,2026-03-01
Oct,10,North America,Fixed Income,1988437.77,2014465.98,1093909.5,1184719.46,2024,26028.21,1.31,90809.96,8.3,894528.27,829746.52,-64781.75,44.99,41.19,26028.21,1.31,90809.96,8.3,829746.52,894528.27,-64781.75,41.19,ON TARGET,OK,2026-03-01
Oct,10,North America,Real Estate,4605119.23,4354001.67,2532753.8,2318390.83,2024,-251117.56,-5.45,-214362.97,-8.46,2072365.43,2035610.84,-36754.59,45.0,46.75,-251117.56,-5.45,-214362.97,-8.46,2035610.84,2072365.43,-36754.59,46.75,UNFAVORABLE,WATCH,2026-03-01
Oct,10,North America,Hedge Funds,2490766.21,2461551.31,1877410.09,1664137.89,2024,-29214.9,-1.17,-213272.2,-11.36,613356.12,797413.42,184057.3,24.63,32.39,-29214.9,-1.17,-213272.2,-11.36,797413.42,613356.12,184057.3,32.39,ON TARGET,OK,2026-03-01
Oct,10,North America,Private Equity,969583.24,1084659.28,599442.42,531564.56,2024,115076.04,11.87,-67877.86,-11.32,370140.82,553094.72,182953.9,38.18,50.99,115076.04,11.87,-67877.86,-11.32,553094.72,370140.82,182953.9,50.99,FAVORABLE,OK,2026-03-01
Oct,10,Europe,Equity Funds,4850715.83,5189932.95,3065345.11,2908555.94,2024,339217.12,6.99,-156789.17,-5.11,1785370.72,2281377.01,496006.29,36.81,43.96,339217.12,6.99,-156789.17,-5.11,2281377.01,1785370.72,496006.29,43.96,FAVORABLE,OK,2026-03-01
Oct,10,Europe,Fixed Income,3975444.08,4171547.5,2794029.53,2462267.27,2024,196103.42,4.93,-331762.26,-11.87,1181414.55,1709280.23,527865.68,29.72,40.97,196103.42,4.93,-331762.26,-11.87,1709280.23,1181414.55,527865.68,40.97,FAVORABLE,OK,2026-03-01
Oct,10,Europe,Real Estate,1208634.01,1222790.76,623824.39,627982.28,2024,14156.75,1.17,4157.89,0.67,584809.62,594808.48,9998.86,48.39,48.64,14156.75,1.17,4157.89,0.67,594808.48,584809.62,9998.86,48.64,ON TARGET,OK,2026-03-01
Oct,10,Europe,Hedge Funds,1216597.13,1084547.52,668751.16,715922.05,2024,-132049.61,-10.85,47170.89,7.05,547845.97,368625.47,-179220.5,45.03,33.99,-132049.61,-10.85,47170.89,7.05,368625.47,547845.97,-179220.5,33.99,CRITICAL,CRITICAL,2026-03-01
Oct,10,Europe,Private Equity,2940267.14,3008532.41,1187281.15,1191662.43,2024,68265.27,2.32,4381.28,0.37,1752985.99,1816869.98,63883.99,59.62,60.39,68265.27,2.32,4381.28,0.37,1816869.98,1752985.99,63883.99,60.39,FAVORABLE,OK,2026-03-01
Oct,10,Asia Pacific,Equity Funds,1790437.75,1839772.01,849025.36,832024.67,2024,49334.26,2.76,-17000.69,-2.0,941412.39,1007747.34,66334.95,52.58,54.78,49334.26,2.76,-17000.69,-2.0,1007747.34,941412.39,66334.95,54.78,FAVORABLE,OK,2026-03-01
Oct,10,Asia Pacific,Fixed Income,3931195.52,3523306.61,1716778.49,1719797.7,2024,-407888.91,-10.38,3019.21,0.18,2214417.03,1803508.91,-410908.12,56.33,51.19,-407888.91,-10.38,3019.21,0.18,1803508.91,2214417.03,-410908.12,51.19,CRITICAL,CRITICAL,2026-03-01
Oct,10,Asia Pacific,Real Estate,4842519.7,4807810.55,3133814.17,3495611.33,2024,-34709.15,-0.72,361797.16,11.54,1708705.53,1312199.22,-396506.31,35.29,27.29,-34709.15,-0.72,361797.16,11.54,1312199.22,1708705.53,-396506.31,27.29,ON TARGET,OK,2026-03-01
Oct,10,Asia Pacific,Hedge Funds,1972968.17,1899480.23,888017.67,915352.34,2024,-73487.94,-3.72,27334.67,3.08,1084950.5,984127.89,-100822.61,54.99,51.81,-73487.94,-3.72,27334.67,3.08,984127.89,1084950.5,-100822.61,51.81,UNFAVORABLE,WATCH,2026-03-01
Oct,10,Asia Pacific,Private Equity,3904970.56,3477925.19,2734184.23,2939910.07,2024,-427045.37,-10.94,205725.84,7.52,1170786.33,538015.12,-632771.21,29.98,15.47,-427045.37,-10.94,205725.84,7.52,538015.12,1170786.33,-632771.21,15.47,CRITICAL,CRITICAL,2026-03-01
Oct,10,Latin America,Equity Funds,1524510.92,1596000.45,1077460.4,1158010.74,2024,71489.53,4.69,80550.34,7.48,447050.52,437989.71,-9060.81,29.32,27.44,71489.53,4.69,80550.34,7.48,437989.71,447050.52,-9060.81,27.44,FAVORABLE,OK,2026-03-01
Oct,10,Latin America,Fixed Income,1056007.82,1003657.52,660903.92,613234.74,2024,-52350.3,-4.96,-47669.18,-7.21,395103.9,390422.78,-4681.12,37.41,38.9,-52350.3,-4.96,-47669.18,-7.21,390422.78,395103.9,-4681.12,38.9,UNFAVORABLE,WATCH,2026-03-01
Oct,10,Latin America,Real Estate,979007.85,1093933.04,718626.47,676080.41,2024,114925.19,11.74,-42546.06,-5.92,260381.38,417852.63,157471.25,26.6,38.2,114925.19,11.74,-42546.06,-5.92,417852.63,260381.38,157471.25,38.2,FAVORABLE,OK,2026-03-01
Oct,10,Latin America,Hedge Funds,3850436.08,4109963.08,2158091.68,2071038.42,2024,259527.0,6.74,-87053.26,-4.03,1692344.4,2038924.66,346580.26,43.95,49.61,259527.0,6.74,-87053.26,-4.03,2038924.66,1692344.4,346580.26,49.61,FAVORABLE,OK,2026-03-01
Oct,10,Latin America,Private Equity,1425837.2,1509097.32,799811.06,778052.0,2024,83260.12,5.84,-21759.06,-2.72,626026.14,731045.32,105019.18,43.91,48.44,83260.12,5.84,-21759.06,-2.72,731045.32,626026.14,105019.18,48.44,FAVORABLE,OK,2026-03-01
Oct,10,Middle East,Equity Funds,4887217.11,5384904.48,2939502.74,3151956.89,2024,497687.37,10.18,212454.15,7.23,1947714.37,2232947.59,285233.22,39.85,41.47,497687.37,10.18,212454.15,7.23,2232947.59,1947714.37,285233.22,41.47,FAVORABLE,OK,2026-03-01
Oct,10,Middle East,Fixed Income,3932707.27,4236949.0,1842035.08,1762994.72,2024,304241.73,7.74,-79040.36,-4.29,2090672.19,2473954.28,383282.09,53.16,58.39,304241.73,7.74,-79040.36,-4.29,2473954.28,2090672.19,383282.09,58.39,FAVORABLE,OK,2026-03-01
Oct,10,Middle East,Real Estate,1092314.08,1119216.89,725743.89,758796.85,2024,26902.81,2.46,33052.96,4.55,366570.19,360420.04,-6150.15,33.56,32.2,26902.81,2.46,33052.96,4.55,360420.04,366570.19,-6150.15,32.2,FAVORABLE,OK,2026-03-01
Oct,10,Middle East,Hedge Funds,2444975.06,2358457.75,1158295.63,1095624.06,2024,-86517.31,-3.54,-62671.57,-5.41,1286679.43,1262833.69,-23845.74,52.63,53.54,-86517.31,-3.54,-62671.57,-5.41,1262833.69,1286679.43,-23845.74,53.54,UNFAVORABLE,WATCH,2026-03-01
Oct,10,Middle East,Private Equity,4498285.31,4646742.26,3511557.22,3765313.0,2024,148456.95,3.3,253755.78,7.23,986728.09,881429.26,-105298.83,21.94,18.97,148456.95,3.3,253755.78,7.23,881429.26,986728.09,-105298.83,18.97,FAVORABLE,OK,2026-03-01
Nov,11,North America,Equity Funds,3392501.76,3480087.66,2839653.59,2522611.24,2024,87585.9,2.58,-317042.35,-11.16,552848.17,957476.42,404628.25,16.3,27.51,87585.9,2.58,-317042.35,-11.16,957476.42,552848.17,404628.25,27.51,FAVORABLE,OK,2026-03-01
Nov,11,North America,Fixed Income,1053443.44,1023825.94,749816.33,768728.77,2024,-29617.5,-2.81,18912.44,2.52,303627.11,255097.17,-48529.94,28.82,24.92,-29617.5,-2.81,18912.44,2.52,255097.17,303627.11,-48529.94,24.92,UNFAVORABLE,WATCH,2026-03-01
Nov,11,North America,Real Estate,3558577.66,3783267.23,2722641.67,2741891.76,2024,224689.57,6.31,19250.09,0.71,835935.99,1041375.47,205439.48,23.49,27.53,224689.57,6.31,19250.09,0.71,1041375.47,835935.99,205439.48,27.53,FAVORABLE,OK,2026-03-01
Nov,11,North America,Hedge Funds,2347963.86,2130137.77,1669079.22,1668696.25,2024,-217826.09,-9.28,-382.97,-0.02,678884.64,461441.52,-217443.12,28.91,21.66,-217826.09,-9.28,-382.97,-0.02,461441.52,678884.64,-217443.12,21.66,UNFAVORABLE,WATCH,2026-03-01
Nov,11,North America,Private Equity,2309792.15,2176908.76,1483962.57,1660743.51,2024,-132883.39,-5.75,176780.94,11.91,825829.58,516165.25,-309664.33,35.75,23.71,-132883.39,-5.75,176780.94,11.91,516165.25,825829.58,-309664.33,23.71,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Europe,Equity Funds,1995903.98,1815140.91,1551751.12,1533890.84,2024,-180763.07,-9.06,-17860.28,-1.15,444152.86,281250.07,-162902.79,22.25,15.49,-180763.07,-9.06,-17860.28,-1.15,281250.07,444152.86,-162902.79,15.49,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Europe,Fixed Income,4197325.64,4380593.56,2853808.38,2730241.52,2024,183267.92,4.37,-123566.86,-4.33,1343517.26,1650352.04,306834.78,32.01,37.67,183267.92,4.37,-123566.86,-4.33,1650352.04,1343517.26,306834.78,37.67,FAVORABLE,OK,2026-03-01
Nov,11,Europe,Real Estate,2278240.83,2492212.31,1135180.84,1192886.83,2024,213971.48,9.39,57705.99,5.08,1143059.99,1299325.48,156265.49,50.17,52.14,213971.48,9.39,57705.99,5.08,1299325.48,1143059.99,156265.49,52.14,FAVORABLE,OK,2026-03-01
Nov,11,Europe,Hedge Funds,4970529.68,4980974.65,2782798.05,2583091.35,2024,10444.97,0.21,-199706.7,-7.18,2187731.63,2397883.3,210151.67,44.01,48.14,10444.97,0.21,-199706.7,-7.18,2397883.3,2187731.63,210151.67,48.14,ON TARGET,OK,2026-03-01
Nov,11,Europe,Private Equity,1252226.23,1268461.52,925550.94,993004.0,2024,16235.29,1.3,67453.06,7.29,326675.29,275457.52,-51217.77,26.09,21.72,16235.29,1.3,67453.06,7.29,275457.52,326675.29,-51217.77,21.72,ON TARGET,OK,2026-03-01
Nov,11,Asia Pacific,Equity Funds,2858970.71,2728114.97,2172153.5,2286253.94,2024,-130855.74,-4.58,114100.44,5.25,686817.21,441861.03,-244956.18,24.02,16.2,-130855.74,-4.58,114100.44,5.25,441861.03,686817.21,-244956.18,16.2,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Asia Pacific,Fixed Income,3202437.67,2874828.84,2241093.63,2317652.22,2024,-327608.83,-10.23,76558.59,3.42,961344.04,557176.62,-404167.42,30.02,19.38,-327608.83,-10.23,76558.59,3.42,557176.62,961344.04,-404167.42,19.38,CRITICAL,CRITICAL,2026-03-01
Nov,11,Asia Pacific,Real Estate,2606245.16,2842658.8,1857889.97,1920223.19,2024,236413.64,9.07,62333.22,3.36,748355.19,922435.61,174080.42,28.71,32.45,236413.64,9.07,62333.22,3.36,922435.61,748355.19,174080.42,32.45,FAVORABLE,OK,2026-03-01
Nov,11,Asia Pacific,Hedge Funds,1543164.87,1695276.09,1054443.92,959331.67,2024,152111.22,9.86,-95112.25,-9.02,488720.95,735944.42,247223.47,31.67,43.41,152111.22,9.86,-95112.25,-9.02,735944.42,488720.95,247223.47,43.41,FAVORABLE,OK,2026-03-01
Nov,11,Asia Pacific,Private Equity,1391496.74,1461405.14,698275.81,772165.24,2024,69908.4,5.02,73889.43,10.58,693220.93,689239.9,-3981.03,49.82,47.16,69908.4,5.02,73889.43,10.58,689239.9,693220.93,-3981.03,47.16,FAVORABLE,OK,2026-03-01
Nov,11,Latin America,Equity Funds,4331306.29,4471699.96,3240937.6,2949385.68,2024,140393.67,3.24,-291551.92,-9.0,1090368.69,1522314.28,431945.59,25.17,34.04,140393.67,3.24,-291551.92,-9.0,1522314.28,1090368.69,431945.59,34.04,FAVORABLE,OK,2026-03-01
Nov,11,Latin America,Fixed Income,2072929.59,1908074.92,1375558.34,1261396.11,2024,-164854.67,-7.95,-114162.23,-8.3,697371.25,646678.81,-50692.44,33.64,33.89,-164854.67,-7.95,-114162.23,-8.3,646678.81,697371.25,-50692.44,33.89,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Latin America,Real Estate,3641677.4,3941049.51,2406317.02,2594146.2,2024,299372.11,8.22,187829.18,7.81,1235360.38,1346903.31,111542.93,33.92,34.18,299372.11,8.22,187829.18,7.81,1346903.31,1235360.38,111542.93,34.18,FAVORABLE,OK,2026-03-01
Nov,11,Latin America,Hedge Funds,945172.62,962587.52,439043.18,467172.75,2024,17414.9,1.84,28129.57,6.41,506129.44,495414.77,-10714.67,53.55,51.47,17414.9,1.84,28129.57,6.41,495414.77,506129.44,-10714.67,51.47,ON TARGET,OK,2026-03-01
Nov,11,Latin America,Private Equity,2548664.03,2626447.63,1567288.78,1739057.43,2024,77783.6,3.05,171768.65,10.96,981375.25,887390.2,-93985.05,38.51,33.79,77783.6,3.05,171768.65,10.96,887390.2,981375.25,-93985.05,33.79,FAVORABLE,OK,2026-03-01
Nov,11,Middle East,Equity Funds,2933012.68,2790421.71,1788537.34,1599630.47,2024,-142590.97,-4.86,-188906.87,-10.56,1144475.34,1190791.24,46315.9,39.02,42.67,-142590.97,-4.86,-188906.87,-10.56,1190791.24,1144475.34,46315.9,42.67,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Middle East,Fixed Income,2489691.77,2553424.05,1516254.92,1595717.43,2024,63732.28,2.56,79462.51,5.24,973436.85,957706.62,-15730.23,39.1,37.51,63732.28,2.56,79462.51,5.24,957706.62,973436.85,-15730.23,37.51,FAVORABLE,OK,2026-03-01
Nov,11,Middle East,Real Estate,4252875.27,3876001.95,2679305.68,2718949.47,2024,-376873.32,-8.86,39643.79,1.48,1573569.59,1157052.48,-416517.11,37.0,29.85,-376873.32,-8.86,39643.79,1.48,1157052.48,1573569.59,-416517.11,29.85,UNFAVORABLE,WATCH,2026-03-01
Nov,11,Middle East,Hedge Funds,2040751.27,1917286.9,1160827.82,1102381.16,2024,-123464.37,-6.05,-58446.66,-5.03,879923.45,814905.74,-65017.71,43.12,42.5,-123464.37,-6.05,-58446.66,-5.03,814905.74,879923.45,-65017.71,42.5,UNFAVORABLE,WATCH,2026-03-01
